Ensembl_ID	Gene_Symbol	Chromosome	Start	End	Length	GC_Content	Strand	Biotype	Description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	weight	WT4	WT1	WT2	KO5	KO4	KO3	wild_type	knock_out
ENSMUSG00000019715	Gle1	2	29825438	29850383	6087	46.02	1	protein_coding	GLE1 RNA export mediator (yeast) [Source:MGI Symbol;Acc:MGI:1921662]	1077.8	-0.07	0.14	-0.475186019250197	0.6346544	0.8291507	1.529	1166.6	1037.7	1108.9	1083.7	1037.7	1031.9	1104.4	1051.1
ENSMUSG00000003316	Glg1	8	111881053	111985848	7090	41.82	-1	protein_coding	golgi apparatus protein 1 [Source:MGI Symbol;Acc:MGI:104967]	2392.4	0.06	0.13	0.449186739301133	0.653297	0.8291903	1.573	2287	2361.2	2370.2	2438.4	2583.8	2313.5	2339.5	2445.3
ENSMUSG00000025407	Gli1	10	127165751	127177843	4995	54.16	-1	protein_coding	GLI-Kruppel family member GLI1 [Source:MGI Symbol;Acc:MGI:95727]	32.9	-0.61	0.27	-2.2920175773268	0.02190463	0.2050252	1.581	52.2	36	40.7	18.6	26	23.6	43	22.7
ENSMUSG00000048402	Gli2	1	118761862	118981349	6869	49.6	-1	protein_coding	GLI-Kruppel family member GLI2 [Source:MGI Symbol;Acc:MGI:95728]	394.5	-0.41	0.22	-1.86356235947472	0.06238319	0.3610281	1.104	448.3	454	486.6	192.1	393.8	392.3	463	326.1
ENSMUSG00000021318	Gli3	13	15637820	15904611	9589	41.46	1	protein_coding	GLI-Kruppel family member GLI3 [Source:MGI Symbol;Acc:MGI:95729]	688.4	-0.45	0.2	-2.22301535441124	0.02621476	0.2432249	1.269	675.6	875.2	886.3	440.1	741.8	511.2	812.3	564.4
ENSMUSG00000056888	Glipr1	10	111821353	111838536	1543	42.02	-1	protein_coding	GLI pathogenesis-related 1 (glioma) [Source:MGI Symbol;Acc:MGI:1920940]	57.2	0.22	0.28	0.788760893216848	0.4302518	0.7042541	1.529	50.5	40.8	55	14.3	56.3	126	48.8	65.5
ENSMUSG00000028480	Glipr2	4	43957401	43979118	2320	49.83	1	protein_coding	GLI pathogenesis-related 2 [Source:MGI Symbol;Acc:MGI:1917770]	1017.5	-0.21	0.2	-1.05712255516434	0.2904557	0.6460773	1.269	1161.4	1022.5	1123.2	640.8	1099.2	1057.8	1102.4	932.6
ENSMUSG00000034762	Glis1	4	107291788	107492258	3645	50.69	1	protein_coding	GLIS family zinc finger 1 [Source:MGI Symbol;Acc:MGI:2386723]	46.1	-0.46	0.25	-1.82872346495969	0.06744105	0.3267111	1.529	44.4	62.5	60.6	38.7	37.5	33	55.8	36.4
ENSMUSG00000014303	Glis2	16	4412577	4442788	4373	53.04	1	protein_coding	GLIS family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1932535]	532.9	0.03	0.18	0.152251392861708	0.8789887	0.9262804	1.614	444.9	602.1	533.7	630.8	503.2	483	526.9	539
ENSMUSG00000052942	Glis3	19	28236251	28657477	8842	42.96	-1	protein_coding	GLIS family zinc finger 3 [Source:MGI Symbol;Acc:MGI:2444289]	273.3	0.1	0.19	0.504078524364978	0.6142062	0.8828639	1.269	222	314.7	250.5	331.1	265.7	255.6	262.4	284.1
ENSMUSG00000029276	Glmn	5	107696833	107745754	2688	42.51	-1	protein_coding	glomulin, FKBP associated protein [Source:MGI Symbol;Acc:MGI:2141180]	296.6	-0.33	0.19	-1.71020583606834	0.08722782	0.3178262	2.144	377.8	309.9	319.1	303.9	196.9	272.1	335.6	257.6
ENSMUSG00000001418	Glmp	3	88232330	88238620	6291	51.68	1	protein_coding	glycosylated lysosomal membrane protein [Source:MGI Symbol;Acc:MGI:1913318]	1541	0.15	0.17	0.881493020343126	0.378051	0.6600941	1.561	1595.8	1385.2	1380.9	1316	1750.3	1817.6	1454	1628
ENSMUSG00000082100	Glns-ps1	11	19670355	19671472	1118	53.49	1	processed_pseudogene	glutamine synthetase pseudogene 1 [Source:MGI Symbol;Acc:MGI:95740]	2.7	0.15	0.22	0.699439881052956	0.4842772	1	0	2.6	0.8	2.4	1.4	3.1	5.9	1.9	3.5
ENSMUSG00000024026	Glo1	17	30803910	30845845	12101	45.53	-1	protein_coding	glyoxalase 1 [Source:MGI Symbol;Acc:MGI:95742]	1677.1	0.17	0.16	1.01426955408665	0.3104541	0.6158594	1.542	1659.3	1501.3	1550.8	2144.6	1604.5	1602	1570.5	1783.7
ENSMUSG00000075391	Glo1-ps	2	35230421	35230975	555	48.65	1	processed_pseudogene	glyoxalase 1, pseudogene [Source:MGI Symbol;Acc:MGI:3649615]	17.6	0.35	0.28	1.23477952404493	0.2169126	0.6244106	1.032	11.3	18.4	11.2	22.9	14.6	27.1	13.6	21.5
ENSMUSG00000017286	Glod4	11	76011813	76134551	6005	44.18	-1	protein_coding	glyoxalase domain containing 4 [Source:MGI Symbol;Acc:MGI:1914451]	1210.8	0.17	0.15	1.1571751570653	0.2472008	0.5611191	1.542	1195.3	1077.7	1121.7	1445	1249.2	1175.6	1131.6	1289.9
ENSMUSG00000024027	Glp1r	17	31120791	31159765	5811	50.37	1	protein_coding	glucagon-like peptide 1 receptor [Source:MGI Symbol;Acc:MGI:99571]	61.1	0.44	0.24	1.85483255370476	0.06362014	0.3140242	1.601	47.9	44	56.6	60.2	80.2	77.7	49.5	72.7
ENSMUSG00000049928	Glp2r	11	67552328	67661979	5815	45.86	-1	protein_coding	glucagon-like peptide 2 receptor [Source:MGI Symbol;Acc:MGI:2136733]	4.4	0.15	0.23	0.655580906696957	0.5120938	1	0	2.6	2.4	4.8	8.6	0	8.2	3.3	5.6
ENSMUSG00000000263	Glra1	11	55405064	55499024	2414	45.7	-1	protein_coding	glycine receptor, alpha 1 subunit [Source:MGI Symbol;Acc:MGI:95747]	4.4	0	0.25	0.0133690387645599	0.9893334	1	0	4.4	5.6	3.2	4.3	3.1	5.9	4.4	4.4
ENSMUSG00000028020	Glrb	3	80750906	80820967	4655	38.23	-1	protein_coding	glycine receptor, beta subunit [Source:MGI Symbol;Acc:MGI:95751]	105.3	-0.25	0.22	-1.1333457755722	0.2570691	0.5612705	1.601	128	104.9	117.3	73.1	88.6	120.2	116.7	93.9
ENSMUSG00000021591	Glrx	13	75987987	75998273	5494	45.11	1	protein_coding	glutaredoxin [Source:MGI Symbol;Acc:MGI:2135625]	457.1	0.23	0.21	1.13771507750664	0.2552395	0.5705929	1.529	478.8	347.5	414.8	349.8	573	578.4	413.7	500.4
ENSMUSG00000018196	Glrx2	1	143592076	143625414	8772	42.51	1	protein_coding	glutaredoxin 2 (thioltransferase) [Source:MGI Symbol;Acc:MGI:1916617]	742.9	0.22	0.14	1.53784544058249	0.1240864	0.4201487	1.51	686.9	660.6	702	785.6	809.5	812.8	683.2	802.6
ENSMUSG00000031068	Glrx3	7	137039343	137070323	5016	44.29	1	protein_coding	glutaredoxin 3 [Source:MGI Symbol;Acc:MGI:1353653]	3222.9	0.26	0.14	1.83950932390975	0.06584031	0.3629445	1.153	3079.2	2851.3	2794.6	3912.1	3427.7	3272.4	2908.4	3537.4
ENSMUSG00000021102	Glrx5	12	104998947	105009165	3682	51.86	1	protein_coding	glutaredoxin 5 [Source:MGI Symbol;Acc:MGI:1920296]	532.1	1.09	0.25	4.44431692906496	8.817155e-06	0.001505751	1.614	326.5	222.6	307.1	1128.2	804.3	404	285.4	778.8
ENSMUSG00000026103	Gls	1	52202607	52272391	15057	37.03	-1	protein_coding	glutaminase [Source:MGI Symbol;Acc:MGI:95752]	579.9	0.17	0.19	0.932522452363709	0.3510666	0.6512824	1.51	418.7	605.3	595.1	660.9	675.1	524.2	539.7	620.1
ENSMUSG00000044005	Gls2	10	128030326	128045873	3474	48.17	1	protein_coding	glutaminase 2 (liver, mitochondrial) [Source:MGI Symbol;Acc:MGI:2143539]	57.5	0.43	0.28	1.54329716751194	0.1227587	0.4072461	1.601	41.8	46.4	39.1	141.9	33.3	42.4	42.4	72.6
ENSMUSG00000049971	Glt1d1	5	127709326	127786438	4378	46.7	1	protein_coding	glycosyltransferase 1 domain containing 1 [Source:MGI Symbol;Acc:MGI:2442755]	11.5	0.19	0.28	0.68586981711595	0.4927952	1	0.027	7	11.2	10.4	24.4	11.5	4.7	9.5	13.5
ENSMUSG00000031286	Glt28d2	3	85777156	85794823	2732	42.55	-1	protein_coding	glycosyltransferase 28 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443773]	20.2	-0.11	0.28	-0.398878459218628	0.6899828	0.9267684	1.265	22.6	21.6	19.9	30.1	12.5	14.1	21.4	18.9
ENSMUSG00000021916	Glt8d1	14	30723357	30733948	3331	44.96	1	protein_coding	glycosyltransferase 8 domain containing 1 [Source:MGI Symbol;Acc:MGI:1923735]	661.1	0.14	0.15	0.912641592725194	0.3614311	0.6564349	1.51	647.7	639	594.3	682.4	757.4	645.5	627	695.1
ENSMUSG00000020251	Glt8d2	10	82486267	82526484	5773	44.53	-1	protein_coding	glycosyltransferase 8 domain containing 2 [Source:MGI Symbol;Acc:MGI:1922032]	110.4	-0.37	0.22	-1.663648597303	0.09618267	0.3548536	1.775	129.7	126.5	127.6	70.2	83.3	124.9	128	92.8
ENSMUSG00000011884	Gltp	5	114807459	114829045	1762	52.92	-1	protein_coding	glycolipid transfer protein [Source:MGI Symbol;Acc:MGI:1929253]	848.5	0.64	0.2	3.19575271272477	0.001394666	0.05106984	1.561	861	490	544.1	1164	1009.6	1022.5	631.7	1065.4
ENSMUSG00000046811	Gltpd2	11	70410022	70411562	1294	58.4	1	protein_coding	glycolipid transfer protein domain containing 2 [Source:MGI Symbol;Acc:MGI:2444527]	17	-0.1	0.28	-0.337584033518165	0.7356767	0.8553519	1.636	27	15.2	12	20.1	12.5	15.3	18.1	16
ENSMUSG00000108799	Glud-ps	7	124674523	124675179	657	45.36	1	processed_pseudogene	glutamate dehydrogenase, pseudogene [Source:MGI Symbol;Acc:MGI:95754]	9.7	0.24	0.28	0.873994593291223	0.3821212	1	0.03	7.8	9.6	5.6	12.9	17.7	4.7	7.7	11.8
ENSMUSG00000021794	Glud1	14	34032684	34067222	4210	42.29	1	protein_coding	glutamate dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:95753]	5304.7	0.26	0.16	1.65641300120469	0.09763821	0.4132078	1.228	5208.7	4840.2	4325.5	5218	5590.6	6644.9	4791.4	5817.9
ENSMUSG00000026473	Glul	1	153775690	153785469	3782	49.21	1	protein_coding	glutamate-ammonia ligase (glutamine synthetase) [Source:MGI Symbol;Acc:MGI:95739]	833.1	0.25	0.15	1.63561254613557	0.1019207	0.4152265	1.269	784.4	749.4	729.2	804.2	914.8	1016.6	754.3	911.9
ENSMUSG00000020258	Glyctk	9	106030056	106035337	4229	55.09	-1	protein_coding	glycerate kinase [Source:MGI Symbol;Acc:MGI:2444085]	19.1	-0.16	0.28	-0.559924428012941	0.575531	0.9346466	1.032	19.2	12	31.9	17.2	18.8	15.3	21	17.1
ENSMUSG00000022536	Glyr1	16	4831773	4867727	8405	44.34	-1	protein_coding	glyoxylate reductase 1 homolog (Arabidopsis) [Source:MGI Symbol;Acc:MGI:1921272]	2400.9	0.04	0.15	0.292203372595435	0.7701311	0.9873439	1.228	2578.7	2298	2207.4	2316.6	2265	2740	2361.4	2440.5
ENSMUSG00000056771	Gm10010	6	128164781	128177586	2346	41.56	-1	lncRNA	predicted gene 10010 [Source:MGI Symbol;Acc:MGI:3641978]	6.9	-0.3	0.27	-1.13177696751813	0.2577282	1	0	9.6	8.8	8.8	8.6	1	4.7	9.1	4.8
ENSMUSG00000068324	Gm10029	13	6712601	6712930	330	48.18	-1	processed_pseudogene	predicted gene 10029 [Source:MGI Symbol;Acc:MGI:3641706]	5.9	0.45	0.26	1.76153928833716	0.07814717	1	0	4.4	1.6	2.4	15.8	4.2	7.1	2.8	9
ENSMUSG00000057802	Gm10030	9	110818567	110837097	4355	47	1	lncRNA	predicted gene 10030 [Source:MGI Symbol;Acc:MGI:3641798]	16.2	0.33	0.28	1.17808789654995	0.2387616	0.9536184	0.41	11.3	16.8	9.6	25.8	14.6	18.8	12.6	19.7
ENSMUSG00000110444	Gm10033	8	69819162	69848191	10690	40.5	-1	protein_coding	predicted gene 10033 [Source:MGI Symbol;Acc:MGI:3642803]	231.9	-0.53	0.19	-2.81207160754221	0.004922354	0.09962623	1.529	284.7	272.2	283.2	163.4	161.5	226.2	280	183.7
ENSMUSG00000058064	Gm10036	18	15965851	15966384	534	53.18	1	processed_pseudogene	predicted gene 10036 [Source:MGI Symbol;Acc:MGI:3642334]	182.2	0.08	0.22	0.340990557532465	0.7331107	0.923634	1.355	144.5	205	178.7	249.4	179.2	136.6	176.1	188.4
ENSMUSG00000058246	Gm10037	13	67979225	67992154	1193	43.97	1	protein_coding	predicted gene 10037 [Source:MGI Symbol;Acc:MGI:3645096]	19.7	0.21	0.28	0.756932319743236	0.4490904	0.8440582	1.032	19.2	12.8	19.9	18.6	21.9	25.9	17.3	22.1
ENSMUSG00000091478	Gm10039	11	100252542	100252952	411	56.45	-1	processed_pseudogene	predicted pseudogene 10039 [Source:MGI Symbol;Acc:MGI:3704382]	334.9	0.34	0.19	1.76614925348154	0.07737081	0.3433559	1.529	267.3	298.7	301.6	458.7	398	285.1	289.2	380.6
ENSMUSG00000072723	Gm10044	14	14678121	14724981	2689	41.48	1	transcribed_unprocessed_pseudogene	predicted gene 10044 [Source:MGI Symbol;Acc:MGI:3641749]	11.2	-0.21	0.28	-0.759139097260254	0.4477694	1	0.031	18.3	8	13.6	4.3	11.5	11.8	13.3	9.2
ENSMUSG00000109143	Gm10046	7	27465098	27470397	632	46.19	1	transcribed_unprocessed_pseudogene	predicted gene 10046 [Source:MGI Symbol;Acc:MGI:3797981]	18.4	0.09	0.28	0.323962233389489	0.7459666	1	0.41	13.1	27.2	11.2	25.8	18.8	14.1	17.2	19.6
ENSMUSG00000058905	Gm10051	5	133503962	133504375	414	56.04	1	processed_pseudogene	predicted pseudogene 10051 [Source:MGI Symbol;Acc:MGI:3641791]	52.3	0.27	0.25	1.09823414541136	0.2721023	0.5493879	1.775	44.4	41.6	50.3	77.4	56.3	43.6	45.4	59.1
ENSMUSG00000058922	Gm10052	9	123518298	123519257	960	48.44	-1	processed_pseudogene	predicted pseudogene 10052 [Source:MGI Symbol;Acc:MGI:3704348]	125.2	0.09	0.23	0.381110143511052	0.7031215	0.8622893	1.529	99.2	133.7	126.8	180.6	119.8	90.7	119.9	130.4
ENSMUSG00000058927	Gm10053	19	24853050	24853995	946	40.17	1	protein_coding	predicted gene 10053 [Source:MGI Symbol;Acc:MGI:3704493]	41.7	0.25	0.27	0.952992082229648	0.3405941	0.6393716	1.529	36.6	44	27.9	64.5	47.9	29.4	36.2	47.3
ENSMUSG00000113368	Gm10054	12	17283613	17284043	431	49.88	1	processed_pseudogene	predicted gene 10054 [Source:MGI Symbol;Acc:MGI:3708564]	34.8	0.22	0.27	0.813472393593804	0.4159473	0.6524671	1.775	25.2	37.6	28.7	55.9	36.5	24.7	30.5	39
ENSMUSG00000059064	Gm10059	5	33916710	33916880	171	56.73	1	processed_pseudogene	predicted pseudogene 10059 [Source:MGI Symbol;Acc:MGI:3642158]	100.2	0.27	0.26	1.04724302462354	0.2949875	0.6553538	1.239	69.6	107.3	83	157.7	128.1	55.4	86.6	113.7
ENSMUSG00000110669	Gm10060	8	19834762	19834872	111	65.77	1	processed_pseudogene	predicted gene 10060 [Source:MGI Symbol;Acc:MGI:3710638]	49.1	-0.66	0.25	-2.64417741933303	0.008188972	0.1069096	2.239	67.9	61.7	62.2	34.4	25	43.6	63.9	34.3
ENSMUSG00000059659	Gm10069	6	128415720	128480244	4370	45.19	1	lncRNA	predicted gene 10069 [Source:MGI Symbol;Acc:MGI:3641875]	42.9	0.09	0.26	0.364203590851128	0.715706	0.8854664	1.466	44.4	41.6	37.5	34.4	58.3	41.2	41.2	44.7
ENSMUSG00000060019	Gm10073	8	107299641	107299982	342	57.89	-1	processed_pseudogene	predicted pseudogene 10073 [Source:MGI Symbol;Acc:MGI:3641908]	260.7	0.34	0.24	1.40314364998632	0.160574	0.4685465	1.51	174.1	277	211.4	408.6	320.9	172	220.9	300.5
ENSMUSG00000101932	Gm10074	17	36536915	36537163	249	38.55	1	processed_pseudogene	predicted gene 10074 [Source:MGI Symbol;Acc:MGI:3708632]	13.9	0.13	0.28	0.461618887411235	0.6443546	0.810762	1.636	7.8	12	16.8	31.5	9.4	5.9	12.2	15.6
ENSMUSG00000100720	Gm10075	1	19223646	19224190	545	48.62	-1	processed_pseudogene	predicted gene 10075 [Source:MGI Symbol;Acc:MGI:3710521]	8.1	0.03	0.28	0.12022561524098	0.9043044	1	0.005	4.4	8	11.2	7.2	7.3	10.6	7.8	8.4
ENSMUSG00000060143	Gm10076	14	105919262	105919645	384	55.99	1	lncRNA	predicted gene 10076 [Source:MGI Symbol;Acc:MGI:3704451]	7202.2	0.28	0.2	1.40943322432822	0.1587071	0.5238357	1.153	6134.1	6517.6	6503.4	10751.5	7699.4	5607.1	6385	8019.3
ENSMUSG00000060467	Gm10080	9	44286041	44286478	438	53.65	-1	processed_pseudogene	predicted gene 10080 [Source:MGI Symbol;Acc:MGI:3710529]	28.9	0.23	0.27	0.841856102762361	0.3998685	0.669608	1.601	18.3	34.4	23.1	28.7	41.7	27.1	25.3	32.5
ENSMUSG00000060730	Gm10086	5	108665045	108665398	354	50.85	1	processed_pseudogene	predicted pseudogene 10086 [Source:MGI Symbol;Acc:MGI:3642342]	37.2	0.23	0.27	0.841438107130776	0.4001025	0.6943039	1.466	19.2	35.2	43.1	44.4	54.2	27.1	32.5	41.9
ENSMUSG00000060777	Gm10087	7	110125999	110126328	330	49.7	1	processed_pseudogene	predicted gene 10087 [Source:MGI Symbol;Acc:MGI:3809877]	2.3	-0.15	0.21	-0.698620431428769	0.4847893	1	0	2.6	4	2.4	1.4	2.1	1.2	3	1.6
ENSMUSG00000113555	Gm10095	12	86892552	86893241	483	47.1	-1	processed_pseudogene	predicted gene 10095 [Source:MGI Symbol;Acc:MGI:3642130]	555.8	0.36	0.18	1.95687264372564	0.05036244	0.2835429	1.614	451.8	518	462.7	765.5	641.8	494.7	477.5	634
ENSMUSG00000061510	Gm10101	14	47066566	47069484	2919	42.86	-1	lncRNA	predicted gene 10101 [Source:MGI Symbol;Acc:MGI:3641713]	7.1	-0.18	0.27	-0.67142745771639	0.5019483	1	0.031	3.5	11.2	10.4	8.6	5.2	3.5	8.4	5.8
ENSMUSG00000062073	Gm10109	7	43870441	43876845	1436	50.26	-1	transcribed_unprocessed_pseudogene	predicted gene 10109 [Source:MGI Symbol;Acc:MGI:3647742]	1.7	-0.04	0.17	-0.218389783461511	0.8271254	1	0	5.2	0.8	0	0	2.1	2.4	2	1.5
ENSMUSG00000062093	Gm10110	14	90133664	90136883	3220	51.99	-1	transcribed_processed_pseudogene	predicted gene 10110 [Source:MGI Symbol;Acc:MGI:3641718]	29.9	0.03	0.28	0.102827896175941	0.9180996	0.9862442	1.466	24.4	33.6	29.5	51.6	26	14.1	29.2	30.6
ENSMUSG00000062319	Gm10115	2	6955264	6956491	1228	38.27	-1	lncRNA	predicted gene 10115 [Source:MGI Symbol;Acc:MGI:3641675]	29.6	-0.83	0.28	-2.99144794807096	0.002776579	0.06950608	1.775	31.3	56	41.5	11.5	12.5	24.7	43	16.2
ENSMUSG00000062561	Gm10118	10	63760645	63763213	2569	39	-1	TEC	predicted gene 10118 [Source:MGI Symbol;Acc:MGI:3642340]	2.3	-0.12	0.2	-0.617326232092049	0.5370196	1	0	0.9	1.6	6.4	1.4	1	2.4	3	1.6
ENSMUSG00000112909	Gm10120	10	127847645	127848001	357	54.06	1	processed_pseudogene	predicted gene 10120 [Source:MGI Symbol;Acc:MGI:3641745]	47.6	0.45	0.25	1.79195715812449	0.07313983	0.2894256	2.239	34.8	40.8	36.7	76	46.9	50.7	37.5	57.8
ENSMUSG00000062933	Gm10123	9	96777711	96778200	490	50	1	processed_pseudogene	predicted pseudogene 10123 [Source:MGI Symbol;Acc:MGI:3704342]	697	0.2	0.2	1.03328728456567	0.3014695	0.6134907	1.51	586.8	676.6	655	990.6	712.6	560.7	639.4	754.6
ENSMUSG00000063087	Gm10125	18	5491503	5593505	7876	41.92	-1	lncRNA	predicted gene 10125 [Source:MGI Symbol;Acc:MGI:3642044]	110.9	-0.28	0.22	-1.2903601919507	0.1969256	0.5108176	1.529	119.3	128.1	126	80.3	128.1	83.6	124.5	97.4
ENSMUSG00000095315	Gm10130	2	150153351	150204991	2275	40.82	1	protein_coding	predicted gene 10130 [Source:MGI Symbol;Acc:MGI:3642547]	90.7	-0.3	0.21	-1.4241334933177	0.1544078	0.4514145	1.601	101.9	101.7	102.9	68.8	85.4	83.6	102.2	79.3
ENSMUSG00000063412	Gm10131	8	34578156	34578891	736	45.92	-1	protein_coding	predicted pseudogene 10131 [Source:MGI Symbol;Acc:MGI:3704308]	55.8	0.14	0.26	0.540205968313025	0.589055	0.7879331	1.601	48.8	58.5	47.9	83.1	64.6	31.8	51.7	59.8
ENSMUSG00000063556	Gm10132	14	77489287	77489754	468	51.28	-1	processed_pseudogene	predicted gene 10132 [Source:MGI Symbol;Acc:MGI:3704449]	718.6	0.15	0.19	0.772402436858654	0.4398761	0.7144512	1.51	645.1	698.2	686.9	979.1	708.5	593.7	676.7	760.4
ENSMUSG00000063611	Gm10134	2	28396107	28397785	1679	46.52	1	lncRNA	predicted gene 10134 [Source:MGI Symbol;Acc:MGI:3642322]	64.7	-0.16	0.23	-0.69088509463561	0.4896378	0.7297998	1.601	59.2	73.7	75	63.1	67.7	49.5	69.3	60.1
ENSMUSG00000063754	Gm10136	19	28980808	28981242	435	50.34	-1	processed_pseudogene	predicted pseudogene 10136 [Source:MGI Symbol;Acc:MGI:3704242]	72.1	0.05	0.25	0.192301016924986	0.8475064	0.9856792	1.355	47.9	88.1	75	87.4	83.3	50.7	70.3	73.8
ENSMUSG00000100954	Gm10138	1	151215355	151220982	2843	47.64	-1	lncRNA	predicted gene 10138 [Source:MGI Symbol;Acc:MGI:3708522]	135.8	0.27	0.21	1.30381960625361	0.1922951	0.5317522	1.355	119.3	132.1	110.1	170.6	117.7	164.9	120.5	151.1
ENSMUSG00000064032	Gm10143	19	10175732	10179748	3333	48.34	1	lncRNA	predicted gene 10143 [Source:MGI Symbol;Acc:MGI:3704492]	13.8	0.11	0.28	0.377882443624644	0.7055179	0.8804157	1.466	11.3	16	11.2	5.7	18.8	20	12.8	14.8
ENSMUSG00000064208	Gm10145	10	27812360	27812821	462	46.1	1	processed_pseudogene	predicted gene 10145 [Source:MGI Symbol;Acc:MGI:3704353]	10.2	0.26	0.28	0.939565961807593	0.3474402	1	0.031	7	7.2	9.6	17.2	15.6	4.7	7.9	12.5
ENSMUSG00000064317	Gm10146	10	78229154	78229462	309	56.63	1	processed_pseudogene	predicted gene 10146 [Source:MGI Symbol;Acc:MGI:3704367]	66.7	0.26	0.24	1.10664930106971	0.2684456	0.5829814	1.529	58.3	58.5	59.8	96	67.7	60.1	58.9	74.6
ENSMUSG00000066116	Gm10154	4	83423422	83423775	354	51.13	-1	processed_pseudogene	predicted gene 10154 [Source:MGI Symbol;Acc:MGI:3642271]	28.4	0.19	0.28	0.704193643616814	0.4813122	0.7286323	1.581	17.4	32.8	25.5	38.7	33.3	22.4	25.3	31.5
ENSMUSG00000066180	Gm10155	7	125898606	125899088	483	49.9	-1	processed_pseudogene	predicted gene 10155 [Source:MGI Symbol;Acc:MGI:3642914]	2.1	-0.02	0.2	-0.0977605603817007	0.9221224	1	0	2.6	3.2	0.8	1.4	1	3.5	2.2	2
ENSMUSG00000066245	Gm10156	7	107462246	107462707	462	51.95	1	processed_pseudogene	predicted gene 10156 [Source:MGI Symbol;Acc:MGI:3642344]	19.2	-0.26	0.28	-0.919688434887667	0.3577356	0.6342397	1.636	21.8	28	16.8	20.1	17.7	10.6	22.2	16.1
ENSMUSG00000066270	Gm10157	9	118666681	118667023	343	45.77	-1	processed_pseudogene	predicted gene 10157 [Source:MGI Symbol;Acc:MGI:3642264]	14.2	0.33	0.28	1.14567586320477	0.2519293	0.6628074	1.032	8.7	10.4	13.6	24.4	11.5	16.5	10.9	17.4
ENSMUSG00000066443	Gm10163	9	88272890	88273370	481	50.31	1	processed_pseudogene	predicted pseudogene 10163 [Source:MGI Symbol;Acc:MGI:3704341]	19.5	0.25	0.28	0.901116831716535	0.3675262	1	0.41	16.5	12.8	19.9	31.5	18.8	17.7	16.4	22.7
ENSMUSG00000066554	Gm10167	5	148119709	148121187	1479	54.23	-1	processed_pseudogene	predicted pseudogene 10167 [Source:MGI Symbol;Acc:MGI:3704263]	9.9	0.01	0.28	0.039906900768195	0.9681673	1	0.03	7	7.2	15.2	11.5	11.5	7.1	9.8	10
ENSMUSG00000089803	Gm10171	1	171971841	171972468	628	49.52	-1	processed_pseudogene	predicted gene 10171 [Source:MGI Symbol;Acc:MGI:3704203]	2.8	-0.05	0.21	-0.221941435143096	0.8243595	1	0	2.6	5.6	0.8	4.3	2.1	1.2	3	2.5
ENSMUSG00000066724	Gm10175	7	23646071	23646715	645	55.19	-1	transcribed_processed_pseudogene	predicted gene 10175 [Source:MGI Symbol;Acc:MGI:3704287]	22.3	0.21	0.28	0.763937456377349	0.4449045	0.7042405	1.581	13.9	20.8	23.9	28.7	21.9	24.7	19.6	25.1
ENSMUSG00000090136	Gm10177	9	37164218	37164661	444	41.44	1	transcribed_processed_pseudogene	predicted gene 10177 [Source:MGI Symbol;Acc:MGI:3704330]	80.4	0.31	0.25	1.24467168111878	0.2132525	0.527286	1.529	67	71.3	67.8	119	105.2	51.8	68.7	92
ENSMUSG00000066809	Gm10180	9	25012700	25012777	78	51.28	-1	processed_pseudogene	predicted gene 10180 [Source:MGI Symbol;Acc:MGI:3701608]	103.1	0.32	0.22	1.42259166054439	0.1548546	0.4854066	1.355	87.1	92.1	87.8	143.4	126.1	82.5	89	117.3
ENSMUSG00000094627	Gm10182	9	22232401	22232673	273	52.01	-1	processed_pseudogene	predicted pseudogene 10182 [Source:MGI Symbol;Acc:MGI:3704327]	6.1	0.41	0.26	1.53672530804473	0.1243606	1	0.084	2.6	5.6	2.4	7.2	8.3	10.6	3.5	8.7
ENSMUSG00000066878	Gm10184	17	90215890	90217877	1988	45.02	-1	protein_coding	predicted pseudogene 10184 [Source:MGI Symbol;Acc:MGI:3704480]	18.7	-0.52	0.28	-1.82183658012472	0.06847979	0.5706613	0.41	19.2	26.4	27.9	18.6	8.3	11.8	24.5	12.9
ENSMUSG00000101330	Gm10193	1	105692169	105692399	231	46.75	1	processed_pseudogene	predicted gene 10193 [Source:MGI Symbol;Acc:MGI:3708520]	3.7	-0.11	0.23	-0.467386782768542	0.6402232	1	0	2.6	4.8	5.6	7.2	1	1.2	4.3	3.1
ENSMUSG00000108080	Gm10209	6	56774576	56776182	1607	48.41	1	TEC	predicted gene 10209 [Source:MGI Symbol;Acc:MGI:3641874]	11.1	0.28	0.28	1.00324415876099	0.3157431	1	0.03	7.8	8	10.4	10	11.5	18.8	8.7	13.4
ENSMUSG00000067719	Gm10221	5	24786552	24786860	309	48.54	-1	processed_pseudogene	predicted gene 10221 [Source:MGI Symbol;Acc:MGI:3708709]	80.7	0.42	0.24	1.76405123460095	0.07772335	0.3377768	1.601	69.6	57.6	70.2	101.8	118.8	66	65.8	95.5
ENSMUSG00000067736	Gm10222	1	24651488	24651781	294	41.5	-1	unprocessed_pseudogene	predicted gene 10222 [Source:MGI Symbol;Acc:MGI:3642643]	109.8	-0.11	0.22	-0.524056722759174	0.6002391	0.8493246	1.355	144.5	97.7	102.9	114.7	99	100.1	115	104.6
