"seqnames" "start" "end" "width" "strand" "Conc" "Conc_KO" "Conc_WT" "Fold" "p.value" "FDR" "annotation" "geneChr" "geneStart" "geneEnd" "geneLength" "geneStrand" "geneId" "transcriptId" "distanceToTSS" "ENSEMBL" "SYMBOL" "GENENAME" "Simplified_Annotation"
"508" "chr10" 93002098 93002498 401 "*" 4.89906148107575 4.20632821322726 5.22584377258424 -0.571292696563694 0.000126732988268158 0.0200116793562977 "Intron (ENSMUST00000215495.2/237459, intron 1 of 6)" 10 92998647 92998765 119 1 "100316689" "ENSMUST00000158589.3" 3451 "ENSMUSG00000089214" "Mir1931" "microRNA 1931" "Intron"
"509" "chr5" 89032735 89033135 401 "*" 4.2336958163292 3.17380152998076 4.66332627226852 -0.564228753019752 0.000126763138255002 0.0200116793562977 "Promoter (1-2kb)" 5 89034345 89382735 348391 1 "54403" "ENSMUST00000239214.2" -1210 "ENSMUSG00000060961" "Slc4a4" "solute carrier family 4 (anion exchanger), member 4" "Promoter"
"510" "chr13" 97060959 97061359 401 "*" 6.84264503750661 6.43391393663982 7.06232625491426 -0.473383383809269 0.000126784512001945 0.0200116793562977 "Promoter (<=1kb)" 13 97061197 97087414 26218 1 "218476" "ENSMUST00000171324.3" 0 "ENSMUSG00000091387" "Gcnt4" "glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)" "Promoter"
"511" "chr2" 154307924 154308324 401 "*" 4.48762397240543 3.38166866137358 4.92797755138372 -0.564418773825189 0.000126874828922374 0.0200116793562977 "Intron (ENSMUST00000109725.8/12396, intron 1 of 10)" 2 154278762 154346697 67936 1 "12396" "ENSMUST00000155202.2" 29162 "ENSMUSG00000038533" "Cbfa2t2" "CBFA2/RUNX1 translocation partner 2" "Intron"
"512" "chr11" 97741246 97741646 401 "*" 6.48924519557693 5.85451443974016 6.79643198685578 -0.560657014214774 0.000127015550763343 0.0200116793562977 "Distal Intergenic" 11 97744652 97746378 1727 2 "72973" "ENSMUST00000125403.2" 4732 "ENSMUSG00000070336" "Fbxo47" "F-box protein 47" "Intergenic"
"513" "chr14" 24016339 24016739 401 "*" 4.11345910214746 3.09776845548729 4.53239274322334 -0.568280895254961 0.000128455958025843 0.0201105962256197 "Intron (ENSMUST00000145596.3/16531, intron 1 of 29)" 14 24053912 24058403 4492 1 "78019" "ENSMUST00000223609.2" -37173 "ENSMUSG00000114953" "4930519K11Rik" "RIKEN cDNA 4930519K11 gene" "Intron"
"514" "chr2" 151890970 151891370 401 "*" 5.30833666977817 4.66084435459915 5.61992581413856 -0.562432415289237 0.000128582169046149 0.0201105962256197 "Distal Intergenic" 2 151916775 151918728 1954 2 "102633593" "ENSMUST00000147463.2" 27358 NA "AA387200" "expressed sequence AA387200" "Intergenic"
"515" "chr5" 146252086 146252486 401 "*" 5.36162909518565 4.70966499172447 5.67474853200196 -0.563359706217961 0.000128598138266833 0.0201105962256197 "Distal Intergenic" 5 146233175 146236322 3148 1 "264064" "ENSMUST00000160924.2" 18911 "ENSMUSG00000029635" "Cdk8" "cyclin dependent kinase 8" "Intergenic"
"516" "chr2" 178470502 178470902 401 "*" 5.13057488786249 4.36535520729262 5.48042040175419 -0.575506675673242 0.000128627147193336 0.0201105962256197 "Distal Intergenic" 2 178136148 178137860 1713 1 "118568491" "ENSMUST00000246055.1" 334354 NA "Gm54095" "predicted gene, 54095" "Intergenic"
"517" "chr11" 96015159 96015559 401 "*" 6.32755954955134 5.82232553483907 6.58694567077876 -0.521441997382347 0.000129343799763698 0.0201840505852625 "Distal Intergenic" 11 96024612 96056277 31666 1 "237930" "ENSMUST00000167258.8" -9053 "ENSMUSG00000038756" "Ttll6" "tubulin tyrosine ligase-like family, member 6" "Intergenic"
"518" "chr7" 135285682 135286082 401 "*" 3.93230542843474 4.56399051653854 3.274293258947 0.576474740907494 0.00012963308263166 0.0201906612700778 "3' UTR" 7 135306365 135312640 6276 2 "17345" "ENSMUST00000211238.2" 26558 "ENSMUSG00000031004" "Mki67" "antigen identified by monoclonal antibody Ki 67" "3' UTR"
"519" "chr6" 97265445 97265845 401 "*" 5.22143481803524 4.46293972242557 5.56920431383637 -0.575079636825996 0.000130370638956016 0.0202155867628368 "Exon (ENSMUST00000203486.2/ENSMUST00000203486.2, exon 1 of 1)" 6 97264043 97289341 25299 2 "232288" "ENSMUST00000143698.8" 23496 "ENSMUSG00000030064" "Frmd4b" "FERM domain containing 4B" "Exon"
"520" "chr8" 23877871 23878271 401 "*" 5.15664283863623 4.50667693706604 5.46907925673202 -0.56224180072787 0.000130411124396977 0.0202155867628368 "Distal Intergenic" 8 23901518 23939648 38131 1 "20377" "ENSMUST00000033952.8" -23247 "ENSMUSG00000031548" "Sfrp1" "secreted frizzled-related protein 1" "Intergenic"
"521" "chr14" 77432924 77433324 401 "*" 4.96870861094291 4.05932935965269 5.36017271435724 -0.576538373676413 0.000130614660820265 0.0202155867628368 "Intron (ENSMUST00000022589.9/239188, intron 1 of 18)" 14 77394220 77552239 158020 1 "239188" "ENSMUST00000226576.2" 38704 "ENSMUSG00000022012" "Enox1" "ecto-NOX disulfide-thiol exchanger 1" "Intron"
"522" "chr19" 42797946 42798346 401 "*" 5.16809317815702 4.48066616541336 5.49312621000551 -0.56857659649491 0.000131393507661897 0.0202155867628368 "Intron (ENSMUST00000099428.5/545291, intron 10 of 11)" 19 42743544 42768417 24874 2 "192236" "ENSMUST00000162004.8" -29529 "ENSMUSG00000025188" "Hps1" "HPS1, biogenesis of lysosomal organelles complex 3 subunit 1" "Intron"
"523" "chr2" 31042099 31042499 401 "*" 6.26752801456928 5.73090650179355 6.53904659175038 -0.531067305938523 0.000131418849303887 0.0202155867628368 "Promoter (<=1kb)" 2 31042328 31108787 66460 1 "277463" "ENSMUST00000056433.7" 0 "ENSMUSG00000000194" "Gpr107" "G protein-coupled receptor 107" "Promoter"
"524" "chr8" 127603271 127603671 401 "*" 4.50878616782469 3.61745112646402 4.89532859463879 -0.576031704096569 0.000131429806711516 0.0202155867628368 "Promoter (<=1kb)" 8 127539390 127603188 63799 2 "102634034" "ENSMUST00000212406.2" -83 NA "Gm31718" "predicted gene, 31718" "Promoter"
"525" "chr11" 120653618 120654018 401 "*" 5.26306791101909 4.60134187015769 5.57950596823124 -0.563565943748656 0.000131685715434546 0.0202155867628368 "Promoter (<=1kb)" 11 120653620 120655245 1626 1 "111241" "ENSMUST00000105046.4" 0 "ENSMUSG00000078249" "Hmga1b" "high mobility group AT-hook 1B" "Promoter"
"526" "chr14" 52223297 52223697 401 "*" 7.97169896620645 7.48463590440638 8.22389170780109 -0.512775633124513 0.00013177091530625 0.0202155867628368 "Promoter (<=1kb)" 14 52222428 52226225 3798 1 "268739" "ENSMUST00000182193.2" 869 "ENSMUSG00000004562" "Arhgef40" "Rho guanine nucleotide exchange factor 40" "Promoter"
"527" "chr8" 106134983 106135383 401 "*" 4.65633807453916 3.90187677191626 5.00285616169107 -0.573893876294457 0.000132055879005579 0.0202213655922962 "Exon (ENSMUST00000063071.13/279499, exon 2 of 17)" 8 106120458 106140088 19631 2 "279499" "ENSMUST00000168888.2" 4705 "ENSMUSG00000051648" "Kctd19" "potassium channel tetramerisation domain containing 19" "Exon"
"528" "chr2" 147880385 147880785 401 "*" 4.76294005934572 3.96012472074109 5.12416232917361 -0.576696434869166 0.000133169801672824 0.0202977761220719 "Promoter (<=1kb)" 2 147864948 147880215 15268 2 "100043820" "ENSMUST00000244466.1" -170 "ENSMUSG00000086141" "9030622O22Rik" "RIKEN cDNA 9030622O22 gene" "Promoter"
"529" "chr1" 133623628 133624028 401 "*" 6.36695030891692 5.7674760785561 6.66169793617231 -0.55301437557857 0.000133403484311339 0.0202977761220719 "Distal Intergenic" 1 133606829 133617846 11018 2 "240754" "ENSMUST00000169295.8" -5782 "ENSMUSG00000051998" "Lax1" "lymphocyte transmembrane adaptor 1" "Intergenic"
"530" "chr1" 182355485 182355885 401 "*" 6.33478448035946 5.86138133527993 6.58148557538929 -0.503193526580147 0.000133547799360091 0.0202977761220719 "Distal Intergenic" 1 182311470 182345173 33704 2 "12334" "ENSMUST00000192483.2" -10312 "ENSMUSG00000026509" "Capn2" "calpain 2" "Intergenic"
"531" "chr17" 29277567 29277967 401 "*" 5.02240305257731 4.3092392662614 5.35584128854529 -0.573319192718739 0.00013446066127583 0.0203132792170566 "Promoter (<=1kb)" 17 29277203 29278729 1527 1 "105246248" "ENSMUST00000233408.2" 364 NA "Gm41556" "predicted gene, 41556" "Promoter"
"532" "chr5" 76286335 76286735 401 "*" 5.44554140151334 4.68949118143951 5.79255296785479 -0.574245492664633 0.000134488337312094 0.0203132792170566 "Promoter (1-2kb)" 5 76288118 76299362 11245 1 "57357" "ENSMUST00000138699.8" -1383 "ENSMUSG00000029233" "Srd5a3" "steroid 5 alpha-reductase 3" "Promoter"
"533" "chr15" 3609831 3610231 401 "*" 4.97158423478183 4.0848354957734 5.35686316922108 -0.575118480867282 0.000134512468068215 0.0203132792170566 "Promoter (1-2kb)" 15 3348491 3611324 262834 2 "14600" "ENSMUST00000161561.8" 1093 "ENSMUSG00000055737" "Ghr" "growth hormone receptor" "Promoter"
"534" "chr6" 121143118 121143518 401 "*" 6.82978001673924 6.43188776233257 7.04476163901121 -0.467944763494742 0.000134941724101411 0.0203132792170566 "Distal Intergenic" 6 121160626 121173144 12519 1 "74043" "ENSMUST00000118234.8" -17108 "ENSMUSG00000067825" "Pex26" "peroxisomal biogenesis factor 26" "Intergenic"
"535" "chr4" 152094743 152095143 401 "*" 6.51087078086465 6.04435533479641 6.75477503385947 -0.505454418628502 0.000135092209983579 0.0203132792170566 "Promoter (1-2kb)" 4 152093260 152102137 8878 1 "242785" "ENSMUST00000097773.4" 1483 "ENSMUSG00000073700" "Klhl21" "kelch-like 21" "Promoter"
"536" "chr17" 50180267 50180667 401 "*" 4.62291598327498 3.85058694211551 4.97494258552068 -0.574611783301217 0.000135140319115553 0.0203132792170566 "Intron (ENSMUST00000162854.2/319991, intron 16 of 22)" 17 50194656 50216875 22220 1 "319991" "ENSMUST00000159354.2" -13989 "ENSMUSG00000023999" "Kif6" "kinesin family member 6" "Intron"
"537" "chr16" 29874208 29874608 401 "*" 4.18450817947833 3.17993168365693 4.60068753794673 -0.565717074023964 0.000136117050860114 0.0203863152865695 "Distal Intergenic" 16 29883202 29884398 1197 1 "15205" "ENSMUST00000160592.3" -8594 "ENSMUSG00000022528" "Hes1" "hes family bHLH transcription factor 1" "Intergenic"
"538" "chr13" 120217284 120217684 401 "*" 7.77127774192844 7.41759674902584 7.96655410096208 -0.437434880977761 0.000136561924265102 0.0203863152865695 "Promoter (<=1kb)" 13 120217629 120231760 14132 1 "105245650" "ENSMUST00000224796.3" 0 NA "Gm41077" "predicted gene, 41077" "Promoter"
"539" "chr6" 94653815 94654215 401 "*" 5.82477707755621 5.1128379798435 6.15781983793133 -0.570282034558082 0.000136574500413728 0.0203863152865695 "Promoter (1-2kb)" 6 94605056 94655846 50791 2 "16206" "ENSMUST00000124165.2" 1631 "ENSMUSG00000030029" "Lrig1" "leucine-rich repeats and immunoglobulin-like domains 1" "Promoter"
"540" "chr16" 31311858 31312258 401 "*" 5.22694556282937 4.47881999090006 5.57148882411321 -0.572679910756739 0.000136623465537974 0.0203863152865695 "Distal Intergenic" 16 31327205 31330595 3391 1 "108168299" "ENSMUST00000231805.2" -14947 NA "Gm46560" "predicted gene, 46560" "Intergenic"
"541" "chr1" 169744967 169745367 401 "*" 4.85490945270016 4.04830552047601 5.21725694148312 -0.575418988788028 0.000136887742315941 0.0203885440604271 "Distal Intergenic" 1 169756217 169762222 6006 1 "78465" "ENSMUST00000094348.4" -10850 "ENSMUSG00000070532" "Ccdc190" "coiled-coil domain containing 190" "Intergenic"
"542" "chr2" 91853683 91854083 401 "*" 6.79986084176351 6.37409558669105 7.02682656501875 -0.480290867476083 0.000137231589962535 0.0204025947477027 "Promoter (<=1kb)" 2 91812673 91854847 42175 2 "26427" "ENSMUST00000028663.5" 764 "ENSMUSG00000027230" "Creb3l1" "cAMP responsive element binding protein 3-like 1" "Promoter"
"543" "chr16" 22270891 22271291 401 "*" 4.26002471746662 3.31918859247446 4.65988421437755 -0.569954728262129 0.000138646347097348 0.0205457545986209 "Distal Intergenic" 16 22200059 22258469 58411 2 "104156" "ENSMUST00000079601.13" -12422 "ENSMUSG00000013089" "Etv5" "ets variant 5" "Intergenic"
"544" "chr9" 57948014 57948414 401 "*" 4.88787960086091 3.99682778593358 5.27434414920193 -0.573192971966357 0.000138697034834765 0.0205457545986209 "Promoter (<=1kb)" 9 57940515 57949319 8805 2 "382077" "ENSMUST00000143797.2" 905 "ENSMUSG00000037716" "Ccdc33" "coiled-coil domain containing 33" "Promoter"
"545" "chr9" 63051434 63051834 401 "*" 4.21513477364191 3.29391378734288 4.60978652384823 -0.57011561848544 0.000139068344582342 0.020563505490955 "Promoter (2-3kb)" 9 63045458 63054262 8805 2 "207667" "ENSMUST00000055281.8" 2428 "ENSMUSG00000022245" "Skor1" "SKI family transcriptional corepressor 1" "Promoter"
"546" "chr14" 21177283 21177683 401 "*" 4.75087834697794 3.94449987813545 5.11315897992624 -0.574517918474244 0.000139429084863169 0.0205796322549843 "Intron (ENSMUST00000045376.11/11534, intron 3 of 10)" 14 21126220 21498630 372411 1 "11534" "ENSMUST00000224069.2" 51063 "ENSMUSG00000039197" "Adk" "adenosine kinase" "Intron"
"547" "chr11" 74359104 74359504 401 "*" 6.23105041597162 5.63548925969309 6.52439186635045 -0.550353084919746 0.000139861930192547 0.0206063243817019 "Intron (ENSMUST00000102521.9/380711, intron 3 of 24)" 11 74327750 74413577 85828 2 "380711" "ENSMUST00000208896.2" 54073 "ENSMUSG00000038807" "Rap1gap2" "RAP1 GTPase activating protein 2" "Intron"
"548" "chr4" 132163309 132163709 401 "*" 5.5074698242304 4.68594382202935 5.87421214883739 -0.574272011629464 0.00014032382407742 0.0206371926165658 "Distal Intergenic" 4 132083234 132149800 66567 2 "100169" "ENSMUST00000102568.10" -13509 "ENSMUSG00000066043" "Phactr4" "phosphatase and actin regulator 4" "Intergenic"
"549" "chr7" 23953962 23954362 401 "*" 6.18263099456732 5.71977236117631 6.42504269728601 -0.497181722396994 0.000140983507375014 0.0206473725527027 "Promoter (<=1kb)" 7 23954219 23961800 7582 1 "54678" "ENSMUST00000206777.2" 0 "ENSMUSG00000030486" "Zfp108" "zinc finger protein 108" "Promoter"
"550" "chr15" 13237078 13237478 401 "*" 4.69930171607569 3.85210482771974 5.07346857272136 -0.57396218939235 0.00014112953757295 0.0206473725527027 "Distal Intergenic" 15 13059337 13173761 114425 2 "12563" "ENSMUST00000226917.2" -63317 "ENSMUSG00000039385" "Cdh6" "cadherin 6" "Intergenic"
"551" "chr11" 70655183 70655583 401 "*" 6.93878538261583 6.52317026950969 7.16142528195905 -0.476132329078468 0.000141452852556665 0.0206473725527027 "Promoter (<=1kb)" 11 70655035 70663754 8720 1 "193043" "ENSMUST00000060444.6" 148 "ENSMUSG00000043602" "Zfp3" "zinc finger protein 3" "Promoter"
"552" "chr7" 112441150 112441550 401 "*" 5.48143558169854 4.77540135204103 5.8125652977216 -0.567476387675004 0.000141710173130831 0.0206473725527027 "Exon (ENSMUST00000084705.13/21676, exon 4 of 12)" 7 112358753 112441581 82829 1 "21676" "ENSMUST00000168328.2" 82397 "ENSMUSG00000055320" "Tead1" "TEA domain family member 1" "Exon"
"553" "chr2" 127634207 127634607 401 "*" 7.3904950104268 7.02608530347715 7.59063384991258 -0.444073523133232 0.000141799642840102 0.0206473725527027 "Promoter (<=1kb)" 2 127633308 127634408 1101 2 "67885" "ENSMUST00000135091.2" 0 "ENSMUSG00000051319" "Mtln" "mitoregulin" "Promoter"
"554" "chr5" 142403645 142404045 401 "*" 3.95828284218661 2.84219089551687 4.40094022550926 -0.550344084806058 0.00014190807600121 0.0206473725527027 "Intron (ENSMUST00000198422.2/17425, intron 1 of 1)" 5 142387255 142447766 60512 1 "17425" "ENSMUST00000072837.7" 16390 "ENSMUSG00000056493" "Foxk1" "forkhead box K1" "Intron"
"555" "chr15" 55002549 55002949 401 "*" 4.73993347316997 3.91520044810583 5.10761267515033 -0.573386023500043 0.000142433407940265 0.0206693666558638 "Intron (ENSMUST00000096433.10/97998, intron 1 of 8)" 15 54996849 55072281 75433 1 "97998" "ENSMUST00000226687.2" 5700 "ENSMUSG00000022419" "Deptor" "DEP domain containing MTOR-interacting protein" "Intron"
"556" "chr1" 165176209 165176609 401 "*" 5.88923462283875 5.20251518606762 6.21403374797414 -0.566200898744197 0.000142600512213108 0.0206693666558638 "Promoter (2-3kb)" 1 165157074 165179567 22494 2 "74106" "ENSMUST00000193353.2" 2958 "ENSMUSG00000026571" "Dcaf6" "DDB1 and CUL4 associated factor 6" "Promoter"
"557" "chr4" 139317823 139318223 401 "*" 4.73304957730841 4.00721227763239 5.07055438825369 -0.569500729753888 0.000142817563416449 0.0206693666558638 "Intron (ENSMUST00000123827.9/212632, intron 4 of 11)" 4 139330497 139390002 59506 1 "212647" "ENSMUST00000178644.2" -12274 "ENSMUSG00000028737" "Aldh4a1" "aldehyde dehydrogenase 4 family, member A1" "Intron"
"558" "chr4" 63075203 63075603 401 "*" 7.00855870138474 6.47006872571983 7.28078805107484 -0.53334408547086 0.000143231343678483 0.0206803921903352 "Promoter (2-3kb)" 4 63070935 63073036 2102 2 "11699" "ENSMUST00000142901.2" -2167 "ENSMUSG00000028356" "Ambp" "alpha 1 microglobulin/bikunin precursor" "Promoter"
"559" "chr5" 36487910 36488310 401 "*" 5.91852400305835 5.24930541581952 6.23748887741338 -0.562852160236834 0.000143755202585872 0.0206803921903352 "Intron (ENSMUST00000037370.14/81840, intron 1 of 26)" 5 36458914 36458972 59 1 "102465792" "ENSMUST00000184943.3" 28996 "ENSMUSG00000098884" "Mir7689" "microRNA 7689" "Intron"
"560" "chr2" 115957483 115957883 401 "*" 4.51851305971628 3.51062118496059 4.93551680071397 -0.561898113224285 0.000143905324969608 0.0206803921903352 "Distal Intergenic" 2 115905646 115906577 932 2 "69974" "ENSMUST00000195368.2" -50906 NA "2810405F15Rik" "RIKEN cDNA 2810405F15 gene" "Intergenic"
"561" "chr12" 69629659 69630059 401 "*" 7.14951088303351 6.78062030752701 7.35166505758765 -0.445741290187005 0.000144157272148611 0.0206803921903352 "Promoter (<=1kb)" 12 69624402 69629884 5483 2 "207965" "ENSMUST00000058639.11" 0 "ENSMUSG00000049882" "Vcpkmt" "valosin containing protein lysine (K) methyltransferase" "Promoter"
"562" "chr1" 190189739 190190139 401 "*" 6.23863447683422 5.58797405476792 6.55130843755745 -0.559222699836562 0.000144158292142486 0.0206803921903352 "Distal Intergenic" 1 190151530 190177052 25523 2 "115487422" "ENSMUST00000195170.2" -12687 NA "Gm30725" "predicted gene, 30725" "Intergenic"
"563" "chr13" 47083798 47084198 401 "*" 7.40724968035005 7.02293482267969 7.61627229907177 -0.455509428788903 0.000144546067671445 0.020699705697888 "Promoter (<=1kb)" 13 47054574 47083343 28770 2 "16553" "ENSMUST00000224923.2" -455 "ENSMUSG00000021375" "Kif13a" "kinesin family member 13A" "Promoter"
"564" "chr2" 181405577 181405977 401 "*" 4.61999163471176 3.6904263865589 5.01686971231731 -0.570301749217904 0.000145158612676428 0.0207510834939711 "Promoter (<=1kb)" 2 181405125 181469590 64466 1 "17932" "ENSMUST00000081125.11" 452 "ENSMUSG00000010505" "Myt1" "myelin transcription factor 1" "Promoter"
"565" "chr2" 147717982 147718382 401 "*" 5.062840882197 4.39699484105266 5.3806705566552 -0.561405951271392 0.000145761709631708 0.020777218697554 "Promoter (1-2kb)" 2 147716692 147716798 107 2 "115489658" "ENSMUST00000240448.1" -1184 "ENSMUSG00000119413" "Gm25516" "predicted gene, 25516" "Promoter"
"566" "chr2" 170112147 170112547 401 "*" 5.16737868620794 4.39285962249922 5.52007434412536 -0.571392905779784 0.000146027148451766 0.020777218697554 "Distal Intergenic" 2 170034370 170036009 1640 2 "100502923" "ENSMUST00000245338.1" -76138 "ENSMUSG00000120007" "Gm17619" "predicted gene, 17619" "Intergenic"
"567" "chr3" 37808035 37808435 401 "*" 4.23889541080188 3.12633831345929 4.68075166581934 -0.55574574897949 0.000146355642799364 0.020777218697554 "Distal Intergenic" 3 37815186 37821446 6261 1 "118568586" "ENSMUST00000196670.2" -6751 NA "Gm42921" "predicted gene 42921" "Intergenic"
"568" "chr5" 118440845 118441245 401 "*" 5.57418539531606 4.90994216861428 5.89147431700717 -0.562751830929012 0.000146357808117783 0.020777218697554 "Distal Intergenic" 5 118404514 118404645 132 1 "115486301" "ENSMUST00000104098.4" 36331 "ENSMUSG00000119733" "Gm25076" "predicted gene, 25076" "Intergenic"
